testDate,County,confirmed_cases,values.CasesChange,tested,values.TotalTestedChange,deaths,values.DeathsChange,population,daily_confirmed_cases,daily_tested,daily_deaths
2020-06-18T00:00:00Z,Clay,3,1,539,13,0,0,13.079,1,13,0
2020-06-19T00:00:00Z,Clay,2,-1,556,17,0,0,13.079,-1,17,0
2020-06-20T00:00:00Z,Clay,2,0,566,10,0,0,13.079,0,10,0
2020-06-21T00:00:00Z,Clay,2,0,574,8,0,0,13.079,0,8,0
2020-06-22T00:00:00Z,Clay,2,0,582,8,0,0,13.079,0,8,0
2020-06-23T00:00:00Z,Clay,2,0,595,13,0,0,13.079,0,13,0
2020-06-24T00:00:00Z,Clay,2,0,624,29,0,0,13.079,0,29,0
2020-06-25T00:00:00Z,Clay,2,0,640,16,0,0,13.079,0,16,0
2020-06-26T00:00:00Z,Clay,2,0,660,20,0,0,13.079,0,20,0
2020-06-27T00:00:00Z,Clay,2,0,664,4,0,0,13.079,0,4,0
2020-06-28T00:00:00Z,Clay,2,0,984,320,0,0,13.079,0,320,0
2020-06-29T00:00:00Z,Clay,2,0,1125,141,0,0,13.079,0,141,0
2020-06-30T00:00:00Z,Clay,2,0,1135,10,0,0,13.079,0,10,0
2020-07-01T00:00:00Z,Clay,2,0,1158,23,0,0,13.079,0,23,0
2020-07-02T00:00:00Z,Clay,2,0,1201,43,0,0,13.079,0,43,0
2020-07-03T00:00:00Z,Clay,2,0,1211,10,0,0,13.079,0,10,0
2020-07-04T00:00:00Z,Clay,2,0,1217,6,0,0,13.079,0,6,0
2020-07-05T00:00:00Z,Clay,2,0,1229,12,0,0,13.079,0,12,0
2020-07-06T00:00:00Z,Clay,2,0,1243,14,0,0,13.079,0,14,0
2020-07-07T00:00:00Z,Clay,2,0,1248,5,0,0,13.079,0,5,0
2020-07-08T00:00:00Z,Clay,2,0,1256,8,0,0,13.079,0,8,0
2020-07-09T00:00:00Z,Clay,2,0,1271,15,0,0,13.079,0,15,0
2020-07-10T00:00:00Z,Clay,2,0,1300,29,0,0,13.079,0,29,0
2020-07-11T00:00:00Z,Clay,5,3,1316,16,0,0,13.079,3,16,0
2020-07-12T00:00:00Z,Clay,5,0,1320,4,0,0,13.079,0,4,0
2020-07-13T00:00:00Z,Clay,8,3,1334,14,0,0,13.079,3,14,0
2020-07-14T00:00:00Z,Clay,8,0,1338,4,0,0,13.079,0,4,0
2020-07-15T00:00:00Z,Clay,8,0,1358,20,0,0,13.079,0,20,0
2020-07-16T00:00:00Z,Clay,8,0,1390,32,0,0,13.079,0,32,0
2020-07-17T00:00:00Z,Clay,8,0,1405,15,0,0,13.079,0,15,0
2020-07-18T00:00:00Z,Clay,8,0,1423,18,0,0,13.079,0,18,0
2020-07-19T00:00:00Z,Clay,8,0,1430,7,0,0,13.079,0,7,0
2020-07-20T00:00:00Z,Clay,8,0,1455,25,0,0,13.079,0,25,0
2020-07-21T00:00:00Z,Clay,9,1,1469,14,0,0,13.079,1,14,0
2020-07-22T00:00:00Z,Clay,9,0,1471,2,0,0,13.079,0,2,0
2020-07-23T00:00:00Z,Clay,9,0,1494,23,0,0,13.079,0,23,0
2020-07-24T00:00:00Z,Clay,9,0,1512,18,0,0,13.079,0,18,0
2020-07-25T00:00:00Z,Clay,9,0,1516,4,0,0,13.079,0,4,0
2020-07-26T00:00:00Z,Clay,9,0,1535,19,0,0,13.079,0,19,0
2020-07-27T00:00:00Z,Clay,10,1,1547,12,0,0,13.079,1,12,0
2020-07-28T00:00:00Z,Clay,10,0,1554,7,0,0,13.079,0,7,0
2020-07-29T00:00:00Z,Clay,10,0,1558,4,0,0,13.079,0,4,0
2020-07-30T00:00:00Z,Clay,12,2,1566,8,0,0,13.079,2,8,0
2020-07-31T00:00:00Z,Clay,12,0,1578,12,0,0,13.079,0,12,0
2020-08-01T00:00:00Z,Clay,13,1,1589,11,0,0,13.079,1,11,0
2020-08-02T00:00:00Z,Clay,14,1,1606,17,0,0,13.079,1,17,0
2020-08-03T00:00:00Z,Clay,14,0,1624,18,0,0,13.079,0,18,0
2020-08-04T00:00:00Z,Clay,15,1,1636,12,0,0,13.079,1,12,0
2020-08-05T00:00:00Z,Clay,17,2,1641,5,0,0,13.079,2,5,0
2020-08-06T00:00:00Z,Clay,18,1,1665,24,0,0,13.079,1,24,0
2020-08-07T00:00:00Z,Clay,20,2,1684,19,0,0,13.079,2,19,0
2020-08-08T00:00:00Z,Clay,23,3,1709,25,0,0,13.079,3,25,0
2020-08-09T00:00:00Z,Clay,23,0,1723,14,0,0,13.079,0,14,0
2020-08-10T00:00:00Z,Clay,23,0,1735,12,0,0,13.079,0,12,0
2020-08-11T00:00:00Z,Clay,26,3,1745,10,0,0,13.079,3,10,0
2020-08-12T00:00:00Z,Clay,27,1,1776,31,0,0,13.079,1,31,0
2020-08-13T00:00:00Z,Clay,31,4,1809,33,0,0,13.079,4,33,0
2020-08-14T00:00:00Z,Clay,32,1,1818,9,0,0,13.079,1,9,0
2020-08-15T00:00:00Z,Clay,32,0,1846,28,0,0,13.079,0,28,0
2020-08-16T00:00:00Z,Clay,36,4,1884,38,0,0,13.079,4,38,0
2020-08-17T00:00:00Z,Clay,38,2,1913,29,0,0,13.079,2,29,0
2020-08-18T00:00:00Z,Clay,40,2,1920,7,0,0,13.079,2,7,0
2020-08-19T00:00:00Z,Clay,47,7,2032,112,0,0,13.079,7,112,0
2020-08-20T00:00:00Z,Clay,51,4,2085,53,0,0,13.079,4,53,0
2020-08-21T00:00:00Z,Clay,52,1,2102,17,0,0,13.079,1,17,0
2020-08-22T00:00:00Z,Clay,57,5,2141,39,0,0,13.079,5,39,0
2020-08-23T00:00:00Z,Clay,59,2,2175,34,0,0,13.079,2,34,0
2020-08-24T00:00:00Z,Clay,60,1,2196,21,0,0,13.079,1,21,0
2020-08-25T00:00:00Z,Clay,61,1,2214,18,0,0,13.079,1,18,0
2020-08-26T00:00:00Z,Clay,62,1,2233,19,0,0,13.079,1,19,0
2020-08-27T00:00:00Z,Clay,65,3,2242,9,0,0,13.079,3,9,0
2020-08-28T00:00:00Z,Clay,72,7,2273,31,0,0,13.079,7,31,0
2020-08-29T00:00:00Z,Clay,74,2,2302,29,0,0,13.079,2,29,0
2020-08-30T00:00:00Z,Clay,78,4,2412,110,0,0,13.079,4,110,0
2020-08-31T00:00:00Z,Clay,80,2,2423,11,0,0,13.079,2,11,0
2020-09-01T00:00:00Z,Clay,84,4,2432,9,0,0,13.079,4,9,0
2020-09-02T00:00:00Z,Clay,91,7,2440,8,0,0,13.079,7,8,0
2020-09-03T00:00:00Z,Clay,92,1,2457,17,0,0,13.079,1,17,0
2020-09-04T00:00:00Z,Clay,108,16,2681,224,0,0,13.079,16,224,0
2020-09-05T00:00:00Z,Clay,112,4,2720,39,0,0,13.079,4,39,0
2020-09-06T00:00:00Z,Clay,113,1,2738,18,0,0,13.079,1,18,0
2020-09-07T00:00:00Z,Clay,113,0,2750,12,0,0,13.079,0,12,0
2020-09-08T00:00:00Z,Clay,114,1,2764,14,0,0,13.079,1,14,0
2020-09-09T00:00:00Z,Clay,114,0,2790,26,0,0,13.079,0,26,0
2020-09-10T00:00:00Z,Clay,116,2,2808,18,0,0,13.079,2,18,0
2020-09-11T00:00:00Z,Clay,120,4,2833,25,0,0,13.079,4,25,0
2020-09-12T00:00:00Z,Clay,127,7,2922,89,0,0,13.079,7,89,0
2020-09-13T00:00:00Z,Clay,129,2,2953,31,0,0,13.079,2,31,0
2020-09-14T00:00:00Z,Clay,132,3,2974,21,0,0,13.079,3,21,0
2020-09-15T00:00:00Z,Clay,134,2,2980,6,0,0,13.079,2,6,0
2020-09-16T00:00:00Z,Clay,135,1,2998,18,0,0,13.079,1,18,0
2020-09-17T00:00:00Z,Clay,135,0,3043,45,0,0,13.079,0,45,0
2020-09-18T00:00:00Z,Clay,137,2,3061,18,0,0,13.079,2,18,0
2020-09-19T00:00:00Z,Clay,138,1,3094,33,0,0,13.079,1,33,0
2020-09-20T00:00:00Z,Clay,138,0,3125,31,0,0,13.079,0,31,0
2020-09-21T00:00:00Z,Clay,141,3,3171,46,0,0,13.079,3,46,0
2020-09-22T00:00:00Z,Clay,141,0,3180,9,0,0,13.079,0,9,0
2020-09-23T00:00:00Z,Clay,142,1,3196,16,0,0,13.079,1,16,0
2020-09-24T00:00:00Z,Clay,142,0,3237,41,0,0,13.079,0,41,0
2020-09-25T00:00:00Z,Clay,149,7,3263,26,0,0,13.079,7,26,0
2020-09-26T00:00:00Z,Clay,151,2,3357,94,0,0,13.079,2,94,0
2020-09-27T00:00:00Z,Clay,154,3,3385,28,0,0,13.079,3,28,0
2020-09-28T00:00:00Z,Clay,156,2,3403,18,0,0,13.079,2,18,0
2020-09-29T00:00:00Z,Clay,157,1,3413,10,0,0,13.079,1,10,0
2020-09-30T00:00:00Z,Clay,159,2,3487,74,0,0,13.079,2,74,0
2020-10-01T00:00:00Z,Clay,173,14,3578,91,0,0,13.079,14,91,0
2020-10-02T00:00:00Z,Clay,178,5,3634,56,0,0,13.079,5,56,0
2020-10-03T00:00:00Z,Clay,188,10,3666,32,0,0,13.079,10,32,0
2020-10-04T00:00:00Z,Clay,191,3,3699,33,0,0,13.079,3,33,0
2020-10-05T00:00:00Z,Clay,196,5,3722,23,0,0,13.079,5,23,0
2020-10-06T00:00:00Z,Clay,221,25,3772,50,0,0,13.079,25,50,0
2020-10-07T00:00:00Z,Clay,227,6,3857,85,0,0,13.079,6,85,0
2020-10-08T00:00:00Z,Clay,236,9,3925,68,1,1,13.079,9,68,1
2020-10-09T00:00:00Z,Clay,238,2,3950,25,1,0,13.079,2,25,0
2020-10-10T00:00:00Z,Clay,243,5,3983,33,1,0,13.079,5,33,0
2020-10-11T00:00:00Z,Clay,246,3,4020,37,1,0,13.079,3,37,0
2020-10-12T00:00:00Z,Clay,248,2,4067,47,3,2,13.079,2,47,2
2020-10-13T00:00:00Z,Clay,252,4,4084,17,6,3,13.079,4,17,3
2020-10-14T00:00:00Z,Clay,259,7,4099,15,6,0,13.079,7,15,0
2020-10-15T00:00:00Z,Clay,262,3,4140,41,9,3,13.079,3,41,3
2020-10-16T00:00:00Z,Clay,268,6,4182,42,11,2,13.079,6,42,2
2020-10-17T00:00:00Z,Clay,272,4,4228,46,11,0,13.079,4,46,0
2020-10-18T00:00:00Z,Clay,279,7,4304,76,11,0,13.079,7,76,0
2020-10-19T00:00:00Z,Clay,281,2,4323,19,11,0,13.079,2,19,0
2020-10-20T00:00:00Z,Clay,284,3,4327,4,11,0,13.079,3,4,0
2020-10-21T00:00:00Z,Clay,291,7,4348,21,12,1,13.079,7,21,1
2020-10-22T00:00:00Z,Clay,298,7,4402,54,13,1,13.079,7,54,1
2020-10-23T00:00:00Z,Clay,302,4,4436,34,13,0,13.079,4,34,0
2020-10-24T00:00:00Z,Clay,307,5,4455,19,13,0,13.079,5,19,0
2020-10-25T00:00:00Z,Clay,311,4,4513,58,13,0,13.079,4,58,0
2020-10-26T00:00:00Z,Clay,314,3,4559,46,13,0,13.079,3,46,0
2020-10-27T00:00:00Z,Clay,317,3,4573,14,13,0,13.079,3,14,0
2020-10-28T00:00:00Z,Clay,324,7,4582,9,13,0,13.079,7,9,0
2020-10-29T00:00:00Z,Clay,330,6,4649,67,14,1,13.079,6,67,1
2020-10-30T00:00:00Z,Clay,335,5,4677,28,14,0,13.079,5,28,0
2020-10-31T00:00:00Z,Clay,341,6,4731,54,14,0,13.079,6,54,0
2020-11-01T00:00:00Z,Clay,350,9,4760,29,14,0,13.079,9,29,0
2020-11-02T00:00:00Z,Clay,355,5,4776,16,14,0,13.079,5,16,0
2020-11-03T00:00:00Z,Clay,363,8,4793,17,15,1,13.079,8,17,1
2020-11-04T00:00:00Z,Clay,366,3,4808,15,15,0,13.079,3,15,0
2020-11-05T00:00:00Z,Clay,388,22,4865,57,15,0,13.079,22,57,0
2020-11-06T00:00:00Z,Clay,399,11,4933,68,15,0,13.079,11,68,0
2020-11-07T00:00:00Z,Clay,422,23,4985,52,16,1,13.079,23,52,1
2020-11-08T00:00:00Z,Clay,430,8,5009,24,16,0,13.079,8,24,0
2020-11-09T00:00:00Z,Clay,436,6,5047,38,16,0,13.079,6,38,0
2020-11-10T00:00:00Z,Clay,462,26,5124,77,16,0,13.079,26,77,0
2020-11-11T00:00:00Z,Clay,479,17,5251,127,16,0,13.079,17,127,0
2020-11-12T00:00:00Z,Clay,495,16,5342,91,16,0,13.079,16,91,0
2020-11-13T00:00:00Z,Clay,518,23,5391,49,16,0,13.079,23,49,0
2020-11-14T00:00:00Z,Clay,560,42,5524,133,16,0,13.079,42,133,0
2020-11-15T00:00:00Z,Clay,576,16,5567,43,16,0,13.079,16,43,0
2020-11-16T00:00:00Z,Clay,597,21,5659,92,16,0,13.079,21,92,0
2020-11-17T00:00:00Z,Clay,616,19,5813,154,16,0,13.079,19,154,0
2020-11-18T00:00:00Z,Clay,636,20,5939,126,16,0,13.079,20,126,0
2020-11-19T00:00:00Z,Clay,667,31,6140,201,16,0,13.079,31,201,0
2020-11-20T00:00:00Z,Clay,703,36,6472,332,16,0,13.079,36,332,0
2020-11-21T00:00:00Z,Clay,715,12,6539,67,16,0,13.079,12,67,0
2020-11-22T00:00:00Z,Clay,738,23,6604,65,17,1,13.079,23,65,1
2020-11-23T00:00:00Z,Clay,747,9,6644,40,17,0,13.079,9,40,0
2020-11-24T00:00:00Z,Clay,758,11,6714,70,17,0,13.079,11,70,0
2020-11-25T00:00:00Z,Clay,785,27,6785,71,19,2,13.079,27,71,2
2020-11-26T00:00:00Z,Clay,813,28,7031,246,19,0,13.079,28,246,0
2020-11-27T00:00:00Z,Clay,818,5,7093,62,20,1,13.079,5,62,1
2020-11-28T00:00:00Z,Clay,836,18,7207,114,20,0,13.079,18,114,0
2020-11-29T00:00:00Z,Clay,840,4,7245,38,20,0,13.079,4,38,0
2020-11-30T00:00:00Z,Clay,844,4,7279,34,20,0,13.079,4,34,0
2020-12-01T00:00:00Z,Clay,873,29,7319,40,21,1,13.079,29,40,1
2020-12-02T00:00:00Z,Clay,909,36,7487,168,22,1,13.079,36,168,1
2020-12-03T00:00:00Z,Clay,936,27,7734,247,22,0,13.079,27,247,0
2020-12-04T00:00:00Z,Clay,967,31,7973,239,22,0,13.079,31,239,0
2020-12-05T00:00:00Z,Clay,987,20,8138,165,22,0,13.079,20,165,0
2020-12-06T00:00:00Z,Clay,989,2,8175,37,22,0,13.079,2,37,0
2020-12-07T00:00:00Z,Clay,994,5,8211,36,22,0,13.079,5,36,0
2020-12-08T00:00:00Z,Clay,1013,19,8309,98,23,1,13.079,19,98,1
2020-12-09T00:00:00Z,Clay,1030,17,8400,91,23,0,13.079,17,91,0
2020-12-10T00:00:00Z,Clay,1056,26,8612,212,24,1,13.079,26,212,1
2020-12-11T00:00:00Z,Clay,1065,9,8705,93,25,1,13.079,9,93,1
2020-12-12T00:00:00Z,Clay,1075,10,8821,116,25,0,13.079,10,116,0
2020-12-13T00:00:00Z,Clay,1077,2,8852,31,26,1,13.079,2,31,1
2020-12-14T00:00:00Z,Clay,1085,8,8946,94,26,0,13.079,8,94,0
2020-12-15T00:00:00Z,Clay,1103,18,9048,102,26,0,13.079,18,102,0
2020-12-16T00:00:00Z,Clay,1110,7,9107,59,28,2,13.079,7,59,2
2020-12-17T00:00:00Z,Clay,1121,11,9238,131,28,0,13.079,11,131,0
2020-12-18T00:00:00Z,Clay,1130,9,9305,67,30,2,13.079,9,67,2
2020-12-19T00:00:00Z,Clay,1138,8,9379,74,30,0,13.079,8,74,0
2020-12-20T00:00:00Z,Clay,1140,2,9405,26,30,0,13.079,2,26,0
2020-12-21T00:00:00Z,Clay,1140,0,9436,31,30,0,13.079,0,31,0
2020-12-22T00:00:00Z,Clay,1158,18,9502,66,30,0,13.079,18,66,0
2020-12-23T00:00:00Z,Clay,1160,2,9606,104,30,0,13.079,2,104,0
2020-12-24T00:00:00Z,Clay,1164,4,9669,63,30,0,13.079,4,63,0
2020-12-25T00:00:00Z,Clay,1170,6,9716,47,30,0,13.079,6,47,0
2020-12-26T00:00:00Z,Clay,1173,3,9748,32,30,0,13.079,3,32,0
2020-12-27T00:00:00Z,Clay,1176,3,9787,39,30,0,13.079,3,39,0
2020-12-28T00:00:00Z,Clay,1177,1,9813,26,30,0,13.079,1,26,0
2020-12-29T00:00:00Z,Clay,1183,6,9842,29,31,1,13.079,6,29,1
2020-12-30T00:00:00Z,Clay,1191,8,9893,51,31,0,13.079,8,51,0
2020-12-31T00:00:00Z,Clay,1198,7,10000,107,32,1,13.079,7,107,1
2021-01-01T00:00:00Z,Clay,1221,23,10098,98,32,0,13.079,23,98,0
2021-01-02T00:00:00Z,Clay,1226,5,10172,74,32,0,13.079,5,74,0
2021-01-03T00:00:00Z,Clay,1231,5,10229,57,32,0,13.079,5,57,0
2021-01-04T00:00:00Z,Clay,1238,7,10269,40,32,0,13.079,7,40,0
2021-01-05T00:00:00Z,Clay,1253,15,10398,129,32,0,13.079,15,129,0
2021-01-06T00:00:00Z,Clay,1260,7,10465,67,32,0,13.079,7,67,0
2021-01-07T00:00:00Z,Clay,1268,8,10590,125,33,1,13.079,8,125,1
2021-01-08T00:00:00Z,Clay,1275,7,10689,99,33,0,13.079,7,99,0
2021-01-09T00:00:00Z,Clay,1285,10,10774,85,33,0,13.079,10,85,0
2021-01-10T00:00:00Z,Clay,1287,2,10793,19,33,0,13.079,2,19,0
2021-01-11T00:00:00Z,Clay,1288,1,10842,49,33,0,13.079,1,49,0
2021-01-12T00:00:00Z,Clay,1293,5,10925,83,33,0,13.079,5,83,0
2021-01-13T00:00:00Z,Clay,1296,3,10962,37,33,0,13.079,3,37,0
2021-01-14T00:00:00Z,Clay,1298,2,11085,123,33,0,13.079,2,123,0
2021-01-15T00:00:00Z,Clay,1301,3,11171,86,33,0,13.079,3,86,0
2021-01-16T00:00:00Z,Clay,1304,3,11265,94,34,1,13.079,3,94,1
2021-01-17T00:00:00Z,Clay,1309,5,11295,30,34,0,13.079,5,30,0
2021-01-18T00:00:00Z,Clay,1309,0,11312,17,34,0,13.079,0,17,0
2021-01-19T00:00:00Z,Clay,1312,3,11369,57,35,1,13.079,3,57,1
2021-01-20T00:00:00Z,Clay,1314,2,11435,66,35,0,13.079,2,66,0
2021-01-21T00:00:00Z,Clay,1322,8,11506,71,35,0,13.079,8,71,0
2021-01-22T00:00:00Z,Clay,1333,11,11614,108,35,0,13.079,11,108,0
2021-01-23T00:00:00Z,Clay,1339,6,11682,68,35,0,13.079,6,68,0
2021-01-24T00:00:00Z,Clay,1340,1,11708,26,35,0,13.079,1,26,0
2021-01-25T00:00:00Z,Clay,1340,0,11730,22,35,0,13.079,0,22,0
2021-01-26T00:00:00Z,Clay,1349,9,11785,55,36,1,13.079,9,55,1
2021-01-27T00:00:00Z,Clay,1359,10,11889,104,36,0,13.079,10,104,0
2021-01-28T00:00:00Z,Clay,1363,4,11984,95,36,0,13.079,4,95,0
2021-01-29T00:00:00Z,Clay,1370,7,12098,114,36,0,13.079,7,114,0
2021-01-30T00:00:00Z,Clay,1372,2,12200,102,38,2,13.079,2,102,2
2021-01-31T00:00:00Z,Clay,1374,2,12280,80,38,0,13.079,2,80,0
2021-02-01T00:00:00Z,Clay,1375,1,12303,23,38,0,13.079,1,23,0
2021-02-02T00:00:00Z,Clay,1381,6,12373,70,38,0,13.079,6,70,0
2021-02-03T00:00:00Z,Clay,1387,6,12470,97,38,0,13.079,6,97,0
2021-02-04T00:00:00Z,Clay,1387,0,12539,69,38,0,13.079,0,69,0
2021-02-05T00:00:00Z,Clay,1393,6,12686,147,38,0,13.079,6,147,0
2021-02-06T00:00:00Z,Clay,1398,5,12752,66,39,1,13.079,5,66,1
2021-02-07T00:00:00Z,Clay,1399,1,12797,45,39,0,13.079,1,45,0
2021-02-08T00:00:00Z,Clay,1400,1,12815,18,39,0,13.079,1,18,0
2021-02-09T00:00:00Z,Clay,1400,0,12874,59,39,0,13.079,0,59,0
2021-02-10T00:00:00Z,Clay,1401,1,12963,89,39,0,13.079,1,89,0
2021-02-11T00:00:00Z,Clay,1402,1,13066,103,40,1,13.079,1,103,1
2021-02-12T00:00:00Z,Clay,1408,6,13165,99,40,0,13.079,6,99,0
2021-02-13T00:00:00Z,Clay,1409,1,13204,39,40,0,13.079,1,39,0
2021-02-14T00:00:00Z,Clay,1409,0,13221,17,41,1,13.079,0,17,1
2021-02-15T00:00:00Z,Clay,1411,2,13242,21,41,0,13.079,2,21,0
2021-02-16T00:00:00Z,Clay,1413,2,13270,28,41,0,13.079,2,28,0
2021-02-17T00:00:00Z,Clay,1415,2,13272,2,41,0,13.079,2,2,0
2021-02-18T00:00:00Z,Clay,1417,2,13317,45,41,0,13.079,2,45,0
2021-02-19T00:00:00Z,Clay,1421,4,13375,58,41,0,13.079,4,58,0
2021-02-20T00:00:00Z,Clay,1421,0,13402,27,41,0,13.079,0,27,0
2021-02-21T00:00:00Z,Clay,1421,0,13430,28,41,0,13.079,0,28,0
2021-02-22T00:00:00Z,Clay,1421,0,13450,20,41,0,13.079,0,20,0
2021-02-23T00:00:00Z,Clay,1422,1,13506,56,41,0,13.079,1,56,0
2021-02-24T00:00:00Z,Clay,1425,3,13558,52,41,0,13.079,3,52,0
2021-02-25T00:00:00Z,Clay,1426,1,13602,44,41,0,13.079,1,44,0
2021-02-26T00:00:00Z,Clay,1429,3,13678,76,41,0,13.079,3,76,0
2021-02-27T00:00:00Z,Clay,1429,0,13708,30,41,0,13.079,0,30,0
2021-02-28T00:00:00Z,Clay,1428,-1,13734,26,41,0,13.079,-1,26,0
2021-03-01T00:00:00Z,Clay,1429,1,13749,15,41,0,13.079,1,15,0
2021-03-02T00:00:00Z,Clay,1430,1,13791,42,42,1,13.079,1,42,1
2021-03-03T00:00:00Z,Clay,1430,0,13814,23,42,0,13.079,0,23,0
2021-03-04T00:00:00Z,Clay,1431,1,13853,39,42,0,13.079,1,39,0
2021-03-05T00:00:00Z,Clay,1435,4,13938,85,42,0,13.079,4,85,0
2021-03-06T00:00:00Z,Clay,1436,1,13978,40,42,0,13.079,1,40,0
2021-03-07T00:00:00Z,Clay,1436,0,13992,14,42,0,13.079,0,14,0
2021-03-08T00:00:00Z,Clay,1437,1,14008,16,42,0,13.079,1,16,0
2021-03-09T00:00:00Z,Clay,1440,3,14043,35,42,0,13.079,3,35,0
2021-03-10T00:00:00Z,Clay,1442,2,14085,42,42,0,13.079,2,42,0
2021-03-11T00:00:00Z,Clay,1443,1,14147,62,42,0,13.079,1,62,0
2021-03-12T00:00:00Z,Clay,1443,0,14245,98,42,0,13.079,0,98,0
2021-03-13T00:00:00Z,Clay,1444,1,14286,41,42,0,13.079,1,41,0
2021-03-14T00:00:00Z,Clay,1444,0,14322,36,42,0,13.079,0,36,0
2021-03-15T00:00:00Z,Clay,1445,1,14335,13,42,0,13.079,1,13,0
2021-03-16T00:00:00Z,Clay,1445,0,14350,15,42,0,13.079,0,15,0
2021-03-17T00:00:00Z,Clay,1446,1,14410,60,42,0,13.079,1,60,0
2021-03-18T00:00:00Z,Clay,1446,0,14476,66,42,0,13.079,0,66,0
2021-03-19T00:00:00Z,Clay,1450,4,14550,74,42,0,13.079,4,74,0
2021-03-20T00:00:00Z,Clay,1450,0,14594,44,42,0,13.079,0,44,0
2021-03-21T00:00:00Z,Clay,1450,0,14610,16,42,0,13.079,0,16,0
2021-03-22T00:00:00Z,Clay,1450,0,14624,14,42,0,13.079,0,14,0
2021-03-23T00:00:00Z,Clay,1450,0,14658,34,42,0,13.079,0,34,0
2021-03-24T00:00:00Z,Clay,1452,2,14696,38,42,0,13.079,2,38,0
2021-03-25T00:00:00Z,Clay,1453,1,14748,52,42,0,13.079,1,52,0
2021-03-26T00:00:00Z,Clay,1453,0,14775,27,42,0,13.079,0,27,0
2021-03-27T00:00:00Z,Clay,1454,1,14855,80,42,0,13.079,1,80,0
2021-03-28T00:00:00Z,Clay,1454,0,14878,23,42,0,13.079,0,23,0
2021-03-29T00:00:00Z,Clay,1454,0,14891,13,42,0,13.079,0,13,0
2021-03-30T00:00:00Z,Clay,1455,1,14905,14,42,0,13.079,1,14,0
2021-03-31T00:00:00Z,Clay,1456,1,14953,48,42,0,13.079,1,48,0
2021-04-01T00:00:00Z,Clay,1457,1,14990,37,42,0,13.079,1,37,0
2021-04-02T00:00:00Z,Clay,1460,3,15054,64,42,0,13.079,3,64,0
2021-04-03T00:00:00Z,Clay,1460,0,15086,32,42,0,13.079,0,32,0
2021-04-04T00:00:00Z,Clay,1462,2,15112,26,42,0,13.079,2,26,0
2021-04-05T00:00:00Z,Clay,1462,0,15143,31,42,0,13.079,0,31,0
2021-04-06T00:00:00Z,Clay,1462,0,15163,20,42,0,13.079,0,20,0
2021-04-07T00:00:00Z,Clay,1464,2,15197,34,42,0,13.079,2,34,0
2021-04-08T00:00:00Z,Clay,1464,0,15235,38,42,0,13.079,0,38,0
2021-04-09T00:00:00Z,Clay,1464,0,15288,53,42,0,13.079,0,53,0
2021-04-10T00:00:00Z,Clay,1465,1,15325,37,42,0,13.079,1,37,0
2021-04-11T00:00:00Z,Clay,1465,0,15357,32,42,0,13.079,0,32,0
2021-04-12T00:00:00Z,Clay,1465,0,15391,34,42,0,13.079,0,34,0
2021-04-13T00:00:00Z,Clay,1470,5,15434,43,42,0,13.079,5,43,0
2021-04-14T00:00:00Z,Clay,1470,0,15479,45,42,0,13.079,0,45,0
2021-04-15T00:00:00Z,Clay,1470,0,15524,45,43,1,13.079,0,45,1
2021-04-16T00:00:00Z,Clay,1472,2,15591,67,43,0,13.079,2,67,0
2021-04-17T00:00:00Z,Clay,1472,0,15643,52,43,0,13.079,0,52,0
2021-04-18T00:00:00Z,Clay,1473,1,15657,14,43,0,13.079,1,14,0
2021-04-19T00:00:00Z,Clay,1473,0,15676,19,43,0,13.079,0,19,0
2021-04-20T00:00:00Z,Clay,1473,0,15693,17,43,0,13.079,0,17,0
2021-04-21T00:00:00Z,Clay,1473,0,15745,52,43,0,13.079,0,52,0
2021-04-22T00:00:00Z,Clay,1474,1,15777,32,43,0,13.079,1,32,0
2021-04-23T00:00:00Z,Clay,1474,0,15831,54,43,0,13.079,0,54,0
2021-04-24T00:00:00Z,Clay,1474,0,15878,47,43,0,13.079,0,47,0
2021-04-25T00:00:00Z,Clay,1475,1,15903,25,43,0,13.079,1,25,0
2021-04-26T00:00:00Z,Clay,1476,1,15919,16,43,0,13.079,1,16,0
2021-04-27T00:00:00Z,Clay,1478,2,15950,31,43,0,13.079,2,31,0
2021-04-28T00:00:00Z,Clay,1479,1,15986,36,43,0,13.079,1,36,0
2021-04-29T00:00:00Z,Clay,1479,0,16004,18,43,0,13.079,0,18,0
2021-04-30T00:00:00Z,Clay,1479,0,16077,73,43,0,13.079,0,73,0
2021-05-01T00:00:00Z,Clay,1480,1,16093,16,43,0,13.079,1,16,0
2021-05-02T00:00:00Z,Clay,1480,0,16137,44,43,0,13.079,0,44,0
2021-05-03T00:00:00Z,Clay,1481,1,16159,22,43,0,13.079,1,22,0
2021-05-04T00:00:00Z,Clay,1482,1,16214,55,43,0,13.079,1,55,0
2021-05-05T00:00:00Z,Clay,1482,0,16245,31,43,0,13.079,0,31,0
2021-05-06T00:00:00Z,Clay,1478,-4,16280,35,43,0,13.079,-4,35,0
2021-05-07T00:00:00Z,Clay,1479,1,16354,74,43,0,13.079,1,74,0
2021-05-08T00:00:00Z,Clay,1480,1,16387,33,43,0,13.079,1,33,0
2021-05-09T00:00:00Z,Clay,1480,0,16472,85,43,0,13.079,0,85,0
2021-05-10T00:00:00Z,Clay,1480,0,16498,26,43,0,13.079,0,26,0
